,age,education-num,capital-gain,capital-loss,hours-per-week,workclass_ Federal-gov,workclass_ Local-gov,workclass_ Private,workclass_ Self-emp-inc,workclass_ Self-emp-not-inc,workclass_ State-gov,workclass_ Without-pay,education_level_ 10th,education_level_ 11th,education_level_ 12th,education_level_ 1st-4th,education_level_ 5th-6th,education_level_ 7th-8th,education_level_ 9th,education_level_ Assoc-acdm,education_level_ Assoc-voc,education_level_ Bachelors,education_level_ Doctorate,education_level_ HS-grad,education_level_ Masters,education_level_ Preschool,education_level_ Prof-school,education_level_ Some-college,marital-status_ Divorced,marital-status_ Married-AF-spouse,marital-status_ Married-civ-spouse,marital-status_ Married-spouse-absent,marital-status_ Never-married,marital-status_ Separated,marital-status_ Widowed,occupation_ Adm-clerical,occupation_ Armed-Forces,occupation_ Craft-repair,occupation_ Exec-managerial,occupation_ Farming-fishing,occupation_ Handlers-cleaners,occupation_ Machine-op-inspct,occupation_ Other-service,occupation_ Priv-house-serv,occupation_ Prof-specialty,occupation_ Protective-serv,occupation_ Sales,occupation_ Tech-support,occupation_ Transport-moving,relationship_ Husband,relationship_ Not-in-family,relationship_ Other-relative,relationship_ Own-child,relationship_ Unmarried,relationship_ Wife,race_ Amer-Indian-Eskimo,race_ Asian-Pac-Islander,race_ Black,race_ Other,race_ White,sex_ Female,sex_ Male,native-country_ Cambodia,native-country_ Canada,native-country_ China,native-country_ Columbia,native-country_ Cuba,native-country_ Dominican-Republic,native-country_ Ecuador,native-country_ El-Salvador,native-country_ England,native-country_ France,native-country_ Germany,native-country_ Greece,native-country_ Guatemala,native-country_ Haiti,native-country_ Holand-Netherlands,native-country_ Honduras,native-country_ Hong,native-country_ Hungary,native-country_ India,native-country_ Iran,native-country_ Ireland,native-country_ Italy,native-country_ Jamaica,native-country_ Japan,native-country_ Laos,native-country_ Mexico,native-country_ Nicaragua,native-country_ Outlying-US(Guam-USVI-etc),native-country_ Peru,native-country_ Philippines,native-country_ Poland,native-country_ Portugal,native-country_ Puerto-Rico,native-country_ Scotland,native-country_ South,native-country_ Taiwan,native-country_ Thailand,native-country_ Trinadad&Tobago,native-country_ United-States,native-country_ Vietnam,native-country_ Yugoslavia
education_level_ Prof-school,0.0624835936427,0.254151986669,0.174936741143,0.0494943381451,0.0773523198701,0.00935861046451,-0.00925493457688,-0.0892346510193,0.088985654608,0.0782190118817,0.00852684379219,-0.00286482493801,-0.0221592107589,-0.0256110687272,-0.0151099822987,-0.00933539487958,-0.0133099840666,-0.0180957165945,-0.0163731203554,-0.024677652673,-0.028282732428,-0.059595899263,-0.0146661138021,-0.0926250724682,-0.0322470864794,-0.00530762014194,1.0,-0.0703605675747,-0.018735080433,0.00283032244042,0.0656837099201,-0.0101490879013,-0.0439640284198,-0.0150879690386,-0.0124360638153,-0.0439811229085,0.00728540021768,-0.0475985459378,-0.0204245374234,-0.0177867153254,-0.0289330404896,-0.0352384706479,-0.0419986405905,-0.00954439618568,0.272717301875,-0.0185749993383,-0.0375053163701,-0.0142224506308,-0.0285753938546,0.0684299338845,-0.0120358909544,-0.0163392667509,-0.0474095964415,-0.0286778319113,-0.000239671958289,-0.00962940708931,0.0297384080391,-0.0316343019858,-0.00216950099717,0.0154758059172,-0.0473890045018,0.0473890045018,-0.00318785923834,0.000481746903945,0.00352175646646,0.0102541135846,0.0115413941274,-0.00616225580085,-0.00410042038062,-0.00461568661537,0.00308783156683,0.00225173182187,0.00428485307623,0.00076896968323,-0.00580163167936,-0.00085784373928,-0.000625017793946,0.00553701021894,-0.00330827107397,0.00583602010348,0.0578491101373,-0.00468005181144,-0.00375155885426,0.000952025168763,-0.00635040381136,0.00937915385206,0.00499402330868,-0.0177615935746,-0.00433250235609,-0.00293227424354,-0.00419478808277,0.0195110230177,-0.00563014246322,-0.00492471770353,-0.0082841613728,-0.00279575194039,0.00088505047294,0.0147936649197,0.00332131418357,-0.00318785923834,-0.00768139880145,-0.00569935280833,-0.00299820944146
education_level_ Some-college,-0.0963258982453,-0.0245647840046,-0.0374474932159,-0.0193003604834,-0.0644434609634,0.0160928443126,-0.019382370559,0.016044925305,-0.00951060315094,-0.021972933693,0.0147642045258,-0.0039637592265,-0.0882589379163,-0.102007501502,-0.0601822422347,-0.0371823728772,-0.0530129466336,-0.0720742604439,-0.0652132527945,-0.0982897558438,-0.112648593518,-0.237367243372,-0.0584143380203,-0.368920653783,-0.128438401283,-0.0211399639494,-0.0703605675747,1.0,0.0175477985142,-9.5168486115e-06,-0.0688177139247,-0.00965842301652,0.0701750250036,-0.00118880249375,-0.0198646244523,0.101176453307,0.00284357562709,-0.0125570224139,-0.00519006649251,-0.0216316570471,-0.0141171555189,-0.0356484602339,0.0169221444829,-0.0193009556557,-0.107948878235,0.0328840651842,0.0493118194447,0.0343947029181,-0.0252228754796,-0.0639727762214,-0.000676844534239,-0.0104659043785,0.0958146053674,0.00589510562868,-0.0101137739579,0.00919351697365,-0.0134985038864,0.0118482920868,-0.00259531140328,-0.00536528364875,0.0567823153872,-0.0567823153872,0.00291953599517,-0.00417656748242,-0.0189975223271,-0.008735727144,-0.00702493864177,-0.00951686566725,0.00275427130295,-0.0142597857306,-0.0125775090819,-0.00546151859771,0.0038988966054,-0.00443111530865,-0.0120602619224,-0.000142428843468,0.00888306924592,0.00219447189363,-0.0110268259027,-0.00520161963969,-0.016138794355,-0.00343402565644,-0.00925381356026,-0.0146749598615,0.00387425958983,-0.00178815624904,-0.00148153137638,-0.0423054105603,0.00245183719232,0.0101475693386,0.000253733843004,-0.00471179604784,-0.0034536293283,-0.0196148842475,-0.00887791688455,-0.000961334676343,-0.00578741307536,-0.0123354810576,-0.00918510479338,0.00291953599517,0.052447853937,0.00228829226001,-0.00482599610158
marital-status_ Divorced,0.136131450362,-0.00352643746943,-0.0148064824802,-0.0191116299001,0.0148855952501,0.0144331976894,0.0230874648277,0.00320739265288,-0.0293991656207,-0.0243191103776,0.0132280926172,-0.00866938244237,-0.00720518922413,-0.0183718379904,-0.0121476922572,-0.0145421850704,-0.0222396829479,-0.0146217825771,-0.00480604823155,0.0217637471749,0.0239133886885,-0.0427889746662,-0.0121574108036,0.033159502746,0.00165432955363,-0.0128575597762,-0.018735080433,0.0175477985142,1.0,-0.0107030204328,-0.375421195093,-0.0447109706913,-0.277695126253,-0.0721812601579,-0.0685635427994,0.0797903593895,-0.00707797308315,-0.0316377422935,0.00937797961738,-0.0416738117284,-0.0270130792041,0.0042385958923,0.0166814805384,0.010455886472,-0.00952066555998,-0.0065512363288,-0.0183156704914,0.0129176815946,-0.0204266115739,-0.337207198248,0.263325782965,-0.00820131821995,-0.0891636512204,0.332212842509,-0.0885594251273,0.0127137048745,-0.031477325968,0.0156359797396,-0.00736960304816,0.00034964478165,0.237129170562,-0.237129170562,-0.00698233238662,0.000322772333904,-0.0137338854659,-0.00513190753815,0.00292549656968,-0.00208045517972,-0.00411901968318,-0.0173584302131,0.00427608219501,0.00450030267089,0.0060018017431,-0.00742238836233,-0.0116922700105,-0.00590428551398,-0.00189139595133,0.00733792772239,-0.010011315799,-0.00162168898696,-0.0184805573709,-0.00144897692161,-0.0045585959685,-0.0121357066252,-0.00715821674494,0.000874916382089,-0.00866938244237,-0.0386915010171,-0.00526451231108,0.00560949015297,-0.00256488153397,-0.0149087164623,-0.0125059343815,-0.00281939116622,-0.00552253711701,0.000653370142964,-0.00414563440991,-0.0122027125476,-0.00261934137593,-0.00431773293356,0.0483509005401,-0.00680104267378,-0.00340710576378
marital-status_ Married-AF-spouse,-0.0156362706432,0.00397711403992,0.00798208946801,-0.00277237290727,0.0036001527395,0.00960677436523,-0.00721905205646,0.000814165596058,-0.00517183966716,0.000941258776688,0.00255285733905,-0.000573573983816,0.000689923847313,-0.00512765807249,-0.00302520849616,-0.00186906346721,-0.00266482621131,-0.00362299005409,-0.00327810462174,-0.000307569070777,0.00250717809768,0.00143296457562,0.00469160001226,0.00450155671552,-0.00645627228842,-0.00106265230695,0.00283032244042,-9.5168486115e-06,-0.0107030204328,1.0,-0.0248381971738,-0.0029581172304,-0.0183725543209,-0.00477557579457,-0.00453622442537,0.00527497270329,-0.000468284937899,-0.000636155469028,-0.00302942363048,-0.000220969007608,-0.00179165691674,-0.00369818189628,0.00431040012722,-0.00191090815732,-0.000615888891287,0.00177035205051,0.00300666973278,-0.00479127413863,-0.00241003356033,-0.00373019838151,-0.0157228713324,0.000222023854745,-0.00867419253991,-0.00915709112456,0.0693785157967,-0.00262254205101,0.000387603525672,-0.00283307463597,-0.00236030418242,0.0035292625349,0.0188232643293,-0.0188232643293,-0.000638249513581,-0.00160050430311,-0.00133186878496,-0.00113417473147,-0.00144525452314,-0.00123376111472,-0.00082095573165,-0.00151965365225,-0.00136686173075,-0.000751109266403,-0.00174215311527,-0.000876420226137,-0.00116155962999,-0.00104024361464,-0.000125136423267,-0.000545565613862,-0.000662357477507,-0.000531008701636,-0.00151965365225,-0.000937005234191,-0.000751109266403,-0.00125273625941,-0.00127143071278,-0.00118168499459,-0.000573573983816,-0.00379841766814,-0.000867421462062,-0.000587078183101,-0.000839849332492,0.00843333589401,-0.00112722533208,-0.000985990422978,-0.00165859329767,-0.000559744700953,-0.00125899831044,-0.000928591150347,-0.000674088986651,-0.00063824951358,0.00525745357267,-0.00114108211363,-0.000600279238999
marital-status_ Married-civ-spouse,0.306576590678,0.0756233294294,0.0789701242398,0.0766164134159,0.224075695238,0.0133782130298,0.0132745522626,-0.131173949483,0.108565029886,0.119679142484,-0.00765516084347,0.00663100388324,-0.022797698319,-0.059124692006,-0.0350145353219,0.006747793964,0.0107083023688,0.0314459109098,0.0026522195737,-0.00905166508534,0.0130451996336,0.0448228911265,0.0458360954739,-0.00376573532175,0.0517547496801,-0.0105882010559,0.0656837099201,-0.0688177139247,-0.375421195093,-0.0248381971738,1.0,-0.103759486664,-0.644439235015,-0.167509011434,-0.159113476955,-0.149728886442,-0.00130605026315,0.125819185884,0.0983717237191,0.0448300702898,-0.0519596383999,0.0100561621924,-0.171224602591,-0.050893749196,0.0382325052875,0.0377011774345,-0.00968950551565,-0.0157959241067,0.0781690315059,0.897219855441,-0.549575212054,-0.11572330599,-0.371071359226,-0.321195882521,0.231882607495,-0.0188637614848,0.00962878634941,-0.123119098936,-0.0122678907366,0.107158905588,-0.438136334242,0.438136334242,0.00535320627864,0.00599814838259,0.0216554918428,-0.00643811945538,0.00579300540457,-0.0126125259543,0.00140890848974,-0.0135841041024,-0.00121618096031,-0.00119665676685,0.00145580073558,0.0164204180082,-0.0183572843309,-0.00582181580358,-0.00438930915509,-0.0126467091812,0.00706337065777,-0.000845995628719,0.0160108610738,0.0074711053737,-0.00591216847044,0.0230665197862,-0.0157683095379,0.00656410814544,0.00457332735862,0.00620187182279,-0.0072815013757,-0.0105405191652,-0.00555613817966,0.00575504359158,0.00449460239592,0.0109424755798,-0.0117660036086,-0.000657503233731,0.00373311124553,0.0119466822754,-0.000879375641584,0.00350383504615,-0.00916284460803,-0.0048100594446,0.0084378129068
marital-status_ Married-spouse-absent,0.0159753110679,-0.0360813927986,-0.00652327258206,-0.00830774714026,-0.00764424736968,-0.00250883659885,-0.004654242092,0.0088868926734,-0.0140777572176,0.00120867677836,-0.000748003363156,0.00695129442063,0.00629615246465,0.00134161287853,0.00171694005728,0.0354117462621,0.0416776884973,0.0119832994169,0.00622078552736,0.000678690015218,-0.00782720498427,-0.00669037520487,0.00435894403465,-0.00105092960644,-0.007634935204,0.0157648477353,-0.0101490879013,-0.00965842301652,-0.0447109706913,-0.0029581172304,-0.103759486664,1.0,-0.0767498056201,-0.0199495675753,-0.0189496972939,0.00944434377061,-0.0019562210747,-0.00147185421221,-0.0131009060309,0.0169036893267,0.00583846977939,-0.00183172685054,0.0184963231295,0.0173868917672,-0.00850599318144,-0.0068092724933,-0.00869662522377,-0.010777292075,-0.00116036201214,-0.0931978435074,0.0639889620972,0.0325933539656,-0.0135990433161,0.0723606204115,-0.0244761899716,0.0117402890163,0.0398415458329,0.0175641348423,0.0267527210754,-0.044066852887,0.0406871240801,-0.0406871240801,0.00573485498322,3.4776331033e-05,0.0267056688466,0.0236632217473,0.00511918374858,0.0427278655718,0.0161721013322,0.0219549848229,-0.00177901356317,0.0111429892354,0.00507914176148,-0.0036611720299,0.0275040324583,0.026611240198,-0.000522746918802,0.0173745319644,-0.00276694284103,0.00787771434985,0.0396444914306,0.00181201709276,0.0111429892354,0.00334128489111,0.0284845951263,0.00415143888868,0.0162986460796,0.0604297460271,-0.00362358044729,-0.00245246989883,0.0156530579367,0.0218227073721,0.0429171156682,-0.00411889234263,0.0222632948521,-0.00233828656836,0.00753868000584,0.00189892483451,0.0130939575118,-0.00266623384255,-0.101535754751,0.00464317333122,-0.00250761620329
marital-status_ Never-married,-0.526862072903,-0.027313442558,-0.0642882266364,-0.0594741191095,-0.212397642257,-0.0255786446059,-0.0394373673211,0.135197825333,-0.0819097385375,-0.107174865803,-0.000275800343397,-0.00171002328528,0.0125975491879,0.0706085576361,0.0475090290859,-0.0160126784336,-0.0128513122935,-0.0448189111822,-0.00826981841754,-0.00170515320475,-0.0279672925775,0.0129660227258,-0.0371395355159,-0.0424544044243,-0.043251153493,0.0163202920676,-0.0439640284198,0.0701750250036,-0.277695126253,-0.0183725543209,-0.644439235015,-0.0767498056201,1.0,-0.123904661449,-0.11769457252,0.077844846942,0.00935764277028,-0.0920701776685,-0.0973821064341,-0.0137576701936,0.0818163987894,-0.018851919751,0.129643481016,0.011326252368,-0.0198463210741,-0.0260571167455,0.0294808311912,0.0104717372609,-0.0587076987213,-0.578841982609,0.314634337217,0.10690567757,0.49820787685,-0.0495894244201,-0.152019036028,0.00512608326011,0.0091553583806,0.0719970672437,0.00862498668483,-0.0685039156202,0.178672434913,-0.178672434913,-0.000775393208671,-0.00601183207058,-0.0165567196619,0.000588959212367,-0.0147895531099,0.00376990313334,-0.00442049504638,0.0195653089236,-0.0031518893289,-0.002718444896,-0.00819967501118,-0.00980085614757,0.0187138120512,0.00330350766733,0.0068110520226,-0.000307736666175,0.00182790043446,-0.00192184807093,-0.00951597906746,-0.00817291891215,0.00902017306667,-0.0184065301536,0.0126506317105,-0.00611469062605,0.000485249326056,0.00727058821638,0.00654372809356,0.00621620348842,0.00221057591363,-0.000812366295767,-0.00687600108422,-0.0115217898965,0.00114926534485,-0.00102609048814,-0.00361038347984,0.000333263740053,-0.000675221295991,0.00119764481082,0.00346428704883,0.0145935381947,-0.00508602981845
marital-status_ Separated,0.0147499064863,-0.0526689351598,-0.0114367038862,-0.0126832645657,-0.0144326694605,-0.00430116291663,-0.000364942546056,0.0189884936618,-0.0179005566994,-0.0157970354875,0.00143003102435,-0.00386818778919,0.0210450122179,0.0140229637872,-0.00340349191361,0.0037727778725,0.0205127844256,0.00315998453369,0.0114327352845,-0.0042665889988,-0.000702232526903,-0.03652015305,-0.00696932486696,0.0270455094877,-0.0202276959197,-0.000786405866313,-0.0150879690386,-0.00118880249375,-0.0721812601579,-0.00477557579457,-0.167509011434,-0.0199495675753,-0.123904661449,1.0,-0.0305923358213,0.0182877417774,-0.00315811757464,-0.0119187516377,-0.0239142481754,-0.0165690694003,-0.000513143960114,0.0155733457233,0.0490941664477,0.0244990757649,-0.0177840710655,-0.00652306271602,-0.00891288621022,0.00269379069752,-0.00938352958221,-0.150458325649,0.0647263185987,0.0246039468054,-0.0276013823833,0.193710275743,-0.0395142894171,0.00316297740858,-0.0126636726295,0.099644498567,0.0144317201787,-0.0821127626953,0.106857206504,-0.106857206504,-0.00430436010794,-0.000182233293313,-0.00133946430989,0.0102884635646,0.011391783609,0.0081744716433,0.0068432609753,0.00986137716122,-0.0042527929537,-0.00506548723377,-4.27556741805e-05,-0.00591058540414,0.00676310642966,0.00276029310829,-0.000843921094967,0.0149396643946,0.000646049418269,-0.00358112716681,-0.00577968278884,0.00091393500794,-0.000555851363118,-0.000325364655454,0.0127699768431,-0.00222968115628,-0.0038681877892,0.0107511374791,0.00977401399088,0.0018085919066,0.0104718198033,0.000274084112496,-0.00158617304179,0.00366247736065,0.0215909419409,0.00832355804591,-0.0031021116179,-0.00626242655747,-0.00454606181689,0.00100152695528,-0.0182308107865,-0.0076954674078,-0.0040482882556
marital-status_ Widowed,0.2558191837,-0.0646978302912,-0.0103529637247,-0.00363807884779,-0.0867248421143,0.00638111655436,0.0277139693464,-0.0192540816677,-0.00533203114616,0.00857206119511,-0.00523099358718,0.00252174965385,0.0217784136474,0.00235801196012,-0.000349200978512,0.0281352539823,0.0017784735759,0.0516898371395,0.00980253409431,-0.00933807322217,-0.00479938091014,-0.0396059983241,-0.00411638190618,0.0334524881223,-0.00989906708616,0.00323708953177,-0.0124360638153,-0.0198646244523,-0.0685635427994,-0.00453622442537,-0.159113476955,-0.0189496972939,-0.11769457252,-0.0305923358213,1.0,0.0380919294937,-0.00299983304559,-0.0392941607217,-0.00668901663365,-0.0028457355362,-0.0210513651586,-0.000467888636588,0.0503347135876,0.0624994963854,-0.0148100487667,-0.0152130933535,-0.00111638697321,-0.00390266680032,-0.0159874801964,-0.142917369794,0.108678133416,0.0164048497954,-0.0630812354914,0.163041907941,-0.0375338372829,0.0050825985562,-0.00223018067252,0.019078588998,-0.00450224529361,-0.0152318426342,0.177291552672,-0.177291552672,0.00148019049359,-0.00134288518851,-0.00585815165,0.00214758731516,0.00306731156285,-0.00501807910707,-0.000927953551193,-0.00269941120582,0.00948374144472,-7.84978715235e-05,0.00317394692096,0.00250071881367,0.00175105097602,0.00017628860449,-0.000801623856213,-0.00349489301182,-0.00424306162384,0.00998294302118,-0.00269941120582,0.00158908264346,-0.00481160553298,0.00618436164697,-0.00534450584807,-0.00455785598985,-0.0036743146138,-0.00906471195382,0.00674190620163,0.00229285142362,-0.00538007434584,1.44113818862e-05,0.00540690512601,0.00450675507055,0.00657541512345,-0.00358572423565,0.00607388513117,-0.00594855438048,0.00622796181912,-0.00408862602065,0.00235859639216,-0.00730977137033,0.00207528693377
occupation_ Adm-clerical,-0.0378337222796,-0.00235842141726,-0.0311364843397,-0.0236903723005,-0.100456909127,0.121921544032,0.0096698607047,0.0108194521314,-0.0567731178795,-0.0963236062575,0.0440709891957,0.00133784761141,-0.0377635193288,-0.0356976576677,-0.0130320003212,-0.0214190304762,-0.0319753845952,-0.0407799636374,-0.0349124815842,0.035090614481,0.00894820038538,-0.0316830104792,-0.0381364510125,0.0311980126076,-0.0606303437361,-0.00984605371674,-0.0439811229085,0.101176453307,0.0797903593895,0.00527497270329,-0.149728886442,0.00944434377061,0.077844846942,0.0182877417774,0.0380919294937,1.0,-0.00657528341008,-0.146420619309,-0.145915177232,-0.0687289399482,-0.0813372936846,-0.0990632780926,-0.128876702922,-0.0268314474546,-0.146252229649,-0.0554939971225,-0.137707800402,-0.0672752480534,-0.086809722771,-0.187637680513,0.042877155025,0.0161509269122,0.0608919353269,0.103340842697,0.0834506368791,0.000490309576046,0.0122460928222,0.0479653747086,-0.00248677394286,-0.0456907410346,0.277891530891,-0.277891530891,-0.00896179035131,-0.00671716409242,-0.0132973878461,-0.00165751121785,0.00337102164013,-0.00420311725054,-0.00277423277803,-0.0165982744376,-0.00734385308794,-0.00337239781549,0.00864533923844,-0.00820592981756,-0.0101174597141,-0.00251064622139,-0.00175706579759,-0.00107824854494,0.00154493298891,-0.00407478050923,-1.0061275256e-05,-0.00740334649011,-0.0057637575234,0.00107590636593,0.0118587067875,0.00319105043382,0.00446835287286,-0.0277817481099,0.00853289307771,0.000932408142788,-0.009653383946,0.0182429925922,-0.0110424958834,-0.00290803632085,0.00821379287779,0.00176384511749,-0.0105342341806,-0.00723319947959,-0.00147248039771,0.00791977379478,0.0195014987941,0.0107653251272,-0.00543727452276
occupation_ Armed-Forces,-0.0090030452598,0.00361485474378,-0.00136007859227,0.00200726162734,0.00113768078196,0.0982381271491,-0.00477400341916,-0.0294223329584,-0.00342016930495,-0.00532700337762,-0.00373167860511,-0.000379307994799,-0.0029339195173,-0.00339095174531,0.00919904377349,-0.00123602313895,-0.00176226592422,-0.00239590555249,-0.00216783069995,-0.00326736577426,-0.00374468484351,-0.00452365879239,-0.00194181994995,0.00113463264599,0.00670204967279,-0.000702738490748,0.00728540021768,0.00284357562709,-0.00707797308315,-0.000468284937899,-0.00130605026315,-0.0019562210747,0.00935764277028,-0.00315811757464,-0.00299983304559,-0.00657528341008,1.0,-0.00689605162697,-0.00687224654629,-0.00323696430453,-0.00383078680512,-0.00466563714378,-0.00606977624501,-0.00126369528927,-0.00688812088749,-0.00261363099644,-0.00648569925117,-0.00316849898589,-0.0040885247773,-0.00198809317395,0.00395283633813,0.011691813736,-0.000182355747196,-0.0060556405462,-0.00387470482343,0.0111439656566,-0.00303111460426,-0.00133381962608,-0.00156088363805,-0.000158576525507,-0.0122095343926,0.0122095343926,-0.000422078319464,-0.00105842331593,-0.000880772999493,-0.000750036708923,-0.000955755683862,-0.0008158937952,-0.000542903062511,-0.00100495628443,-0.000903914049252,-0.000496713166484,-0.00115209654452,-0.00057958207303,-0.000768146510337,-0.000687919485025,-8.27534845114e-05,-0.000360785887895,-0.000438021063929,-0.000351159312523,-0.00100495628443,-0.000619647310592,-0.000496713166484,-0.000828442174813,-0.00084080493153,-0.000781455537433,-0.000379307994799,-0.00251191691004,-0.000573631135134,-0.000388238404643,-0.000555397516674,-0.0013964901809,-0.000745441028462,-0.000652041516497,-0.00109683792444,-0.000370162605188,-0.000832583307581,-0.000614083025318,-0.000445779182907,-0.000422078319464,0.00542899806104,-0.000754604603128,-0.000396968343908
occupation_ Craft-repair,0.0123829528129,-0.154960256738,-0.0205448456181,-0.00926379073176,0.0433219700483,-0.0356927659689,-0.0527263115252,0.0366669376761,-0.0212433288492,0.0658866877941,-0.0532660655775,-0.00542511945802,0.0277667263902,0.0176851824273,0.00706963045666,-0.00144627360947,0.00540249928497,0.0274858077845,0.0268273670996,-0.0125536504131,0.0349226842469,-0.11939124198,-0.0408526766779,0.126847270029,-0.0857012130759,-0.00585270944618,-0.0475985459378,-0.0125570224139,-0.0316377422935,-0.000636155469028,0.125819185884,-0.00147185421221,-0.0920701776685,-0.0119187516377,-0.0392941607217,-0.146420619309,-0.00689605162697,1.0,-0.153033494162,-0.0720818082798,-0.0853052471606,-0.103895974889,-0.135163815981,-0.0281403911183,-0.153386989324,-0.0582012128264,-0.144425729172,-0.07055719957,-0.0910446428872,0.158286385885,-0.0543673636786,-0.0132318763228,-0.0552342846726,-0.0559347180659,-0.0720244125188,0.00206236084082,-0.0254714253534,-0.0458010681851,0.00518379363703,0.0488512242891,-0.228105473567,0.228105473567,0.015041133126,0.00141344857674,-0.01309411465,0.00318876757704,-0.0116663840339,-0.00269128216571,0.00480648958661,0.00392389765881,-0.00488102764455,-0.00875293095185,-0.0026884754473,0.00292254085788,0.00530651583185,-0.00531235420722,-0.00184278238616,0.00149513796782,0.00333022490125,0.00849735714965,-0.0109427902693,-0.00454370279459,0.0120194710093,0.00788233391421,-0.00916466465165,-0.00712028861248,0.00666063399061,0.0133975621088,-0.000779266114039,-0.00274141643095,-0.00617402786524,-0.0129375406031,0.0172684591235,0.0171464044584,-0.00240742072959,-0.00824290521281,-0.00337183510507,-0.00993922148652,-0.0047840412797,-0.00396784512986,0.00142479268296,0.00296707974484,-0.000178379816472
occupation_ Exec-managerial,0.108103912831,0.201701632807,0.0580179067821,0.0502426152997,0.131206776633,0.0296858592785,-0.0209730176429,-0.0701239288374,0.133181768691,0.0168727609304,0.00755600259219,-0.00538827766076,-0.0482107570208,-0.0576875847421,-0.0339295674472,-0.0227605530594,-0.0351579604441,-0.039986762878,-0.0362756853762,0.013666516383,-0.00872744091479,0.170489161828,0.0065939729679,-0.107704747435,0.122281173088,-0.0139579602821,-0.0204245374234,-0.00519006649251,0.00937797961738,-0.00302942363048,0.0983717237191,-0.0131009060309,-0.0973821064341,-0.0239142481754,-0.00668901663365,-0.145915177232,-0.00687224654629,-0.153033494162,1.0,-0.0718329828135,-0.0850107745549,-0.103537327333,-0.134697232243,-0.0280432508535,-0.152857499428,-0.0580003029954,-0.143927173429,-0.0703136370332,-0.0907303579619,0.0935862036473,-0.00126165461235,-0.0408574792109,-0.0986922665798,-0.0249375591509,0.0190523827525,-0.00639292745432,0.000616612872585,-0.0500947390301,-0.0198073111547,0.0485932915107,-0.0307264797524,0.0307264797524,-0.00664406181548,-0.00170856238649,0.00136896280477,-0.00744067937196,0.0028932868383,-0.0124634508684,-0.00357831036251,-0.0200084533405,0.0232523260833,0.00980243890146,0.00346507355096,0.0228437588346,-0.0140504490321,-0.0152659417577,-0.0018364211253,-0.00482187607778,0.000773672137331,0.00529413189111,-0.00395745527473,0.00851715615151,-0.00176713452713,-0.0072696817214,-0.00223074126109,0.0165261005255,-0.00538827766076,-0.0436138378561,-0.0127297157444,0.00322246539712,-0.00818541631455,-0.016094216858,-0.0072821581566,-0.00917862030565,-0.00962488735254,0.00420112053177,0.00779037031507,0.0107143547373,0.00557490258849,-0.00664406181548,0.0329058608596,-0.0106469664307,0.0143466189298
occupation_ Farming-fishing,0.0386652840084,-0.114132958248,-0.00932792033559,-0.0131059084985,0.0903178835837,-0.0265054779024,-0.0287512176816,-0.12048589499,0.0186685537162,0.236095804328,-0.0243068844316,0.0421856841943,0.0229659658422,0.00937473343782,0.0112025197371,0.0457617627272,0.0467638024421,0.0725840562418,0.0224060273102,-0.0168409125554,0.0127517339398,-0.045191506181,-0.0191570579912,0.0220417494612,-0.0370343980942,0.0456481368877,-0.0177867153254,-0.0216316570471,-0.0416738117284,-0.000220969007608,0.0448300702898,0.0169036893267,-0.0137576701936,-0.0165690694003,-0.0028457355362,-0.0687289399482,-0.00323696430453,-0.0720818082798,-0.0718329828135,1.0,-0.0400417593986,-0.0487681328814,-0.0634450655623,-0.0132089268603,-0.0719989112723,-0.0273192920515,-0.0677925507627,-0.0331191163857,-0.0427357965233,0.0580894952959,-0.0320608753126,0.00573552128886,-0.00275963482541,-0.026942517567,-0.0298478573091,-0.000301063536888,-0.0153377540504,-0.0355926260121,0.00345606051,0.0364940020263,-0.102412003209,0.102412003209,0.000772986480848,-0.0048416369846,-0.00920638561335,-0.00491851029956,-0.00310474245753,-0.0085282279344,-0.00567475949765,-0.00395407928463,-0.00702225570531,-0.00078522458349,-0.00632282254762,-0.00605815126256,0.00623444588359,-0.000822140532366,-0.000864990740744,-0.00377115784627,0.000417851477722,-0.00367053491044,-0.0105044263214,-0.00647693797252,-0.000785224583491,-0.00336756709647,-0.00878861458029,-0.00536393844846,-0.00396476239434,0.0839111150657,-0.00599594836911,-0.00405810857635,-0.00186346802872,-0.00514079728679,-0.00485252831701,0.00326115083179,0.00454945710072,-0.0038691691105,-0.00870267706804,-0.00641877661207,0.000249913984494,-0.00441182435232,-0.0204636079282,-0.00208015741617,0.00136304746963
